user_id,user_chat,,user_call
4257222,"[I have a question about my leave.,How many days leave do I have?,How many days leave do I have?,Yes, please show me.,Yes, please show me.,Yes, please show me.,Yes, thank you.,Yes, thank you.]",,"[I have a question about my leave.,How many days leave do I have?,Yes, please show me.,Yes, thank you.]"
8419170,"[Hello?,Thank you,Yes.,Non,,Please.,Sorry,Please give me the,And sloppy,I'm sorry.,Name,My name is Yugita Singh.,What is your name?,I'm from,Where are you home?,Plus,I have brought Bajaj as a Bajaj Penang.,I was as a,sales executive,in Bazaar Finance.,I work,What do you do,my name my name is Yogita,Like,क्या किया?,कर ही तो नहीं रहा है. कब तो यही है? कर नहीं रहा है.,हम मेरी एक दूल ले रही.,I like,I like green,Don't Lie.,I don't,I don't like,Do you like,P.,ममा तट्ठी कह लिखाओगी?,एक,Do you like tea?,Really?,I really like,I really like,how do you start your day,just aunty,Watch,I watch movies,Read.,I read book,Play.,I play football,I like watching movies]",,"[Hello, Ría.,Hello, Ría.,Hello, Ría.,क्या बोलूँ मैं?,क्या बोलूँ मैं?,क्या बोलूँ मैं?,How are you?,How are you?,How are you?,I'm just,I'm just,I'm just,I am thinking,I am thinking,I am thinking,What can I say,What can I say,What can I say,I'm low,I'm low,I'm low,My mood no is not good.,My mood no is not good.,My mood no is not good.,My baby is too small. And he was so badly crying.,My baby is too small. And he was so badly crying.,My baby is too small. And he was so badly crying.,No what you say,No what you say,No what you say,रिया मुझसे हिंदी में पूछोगी जरा,रिया मुझसे हिंदी में पूछोगी जरा,रिया मुझसे हिंदी में पूछोगी जरा,Hello?,Hello?,Hello?,Something interested. Interesting?,Something interested. Interesting?,Something interested. Interesting?,I'm too lazy. I'm,I'm too lazy. I'm,I'm too lazy. I'm,I can't speak in English.,I can't speak in English.,I can't speak in English.,I am practice today.,I am practice today.,I am practice today.,Nala supada.,Nala supada.,Nala supada.,Area please tell me,Area please tell me,Area please tell me,I reply.,I reply.,I reply.]"
8710773,"[Hello.,Thank you,Yes.,No.,Please,,Sorry,Please, give me,I'm sorry,nothing,Name,My name is,What is your,I'm from,Where are,I work,What do you,what is your name,Like,I like,I like winter,Don't like,I don't like,I don't like summer,Do You Like,Do You Like Rain?,Really?,I really like,I really like,Watch,I I watch tv,Read,I read,Please.,Play.,I play badminton,I like watching,I like Red,I like playing.,What do you do in,I like study on holiday.,Sometimes,Sometimes I,Morning.,In the morning,Evening,In the evening,Night,At night,Wake up.,I wake up in the morning.,Eat,I eat breakfast.,Go.,I go to office.,Sí,sleep,I sleep at night,What time do you,What time do you wake up?,What time do you sleep?,Home,I am home. मैं घर आ गया.,घर आ गया.,अब पीनू को?,I'm home.,How was your,My day was good,My day was tiring.,I'm hungry.,What's for,Mom, I need help.,Can I go to my,My name is Priya.,My name is Priya.,I'm from Delhi.,I'm from Delhi.,I am a student.,I am a student.,I study commerce.,I study commerce.,Yes, it is quite tough,Yes, it is quite tough,I like learning about business.,I like learning about business.,Small local businesses,Small local businesses,We used to go to the village.,We used to go to the village.,Visiting my grandparents,Visiting my grandparents,They told me stories.,They told me stories.,Stories about their childhood,Stories about their childhood,Yes, they did play games.,Yes, they did play games.,They played hide and seek,They played hide and seek,They played outside mostly.,They played outside mostly.,They had a few spots.,They had a few spots.]",,"[My name is Priya.,I'm from Delhi.,I am a student.,I study commerce.,Yes, it is quite tough,I like learning about business.,Small local businesses,We used to go to the village.,Visiting my grandparents,They told me stories.,Stories about their childhood,Yes, they did play games.,They played hide and seek,They played outside mostly.,They had a few spots.]"
8405362,"[Hii,Hii,काय चालू आहे]",,"[Hii,काय चालू आहे]"
8617915,"[Yes,Yes,Call me ashok,Call me ashok]",,"[Yes,Call me ashok]"
3251382,"[शिवकुमार,शिवकुमार,हिंदी लिखो,हिंदी लिखो,हिंदी नहीं मालूम है क्या?,हिंदी नहीं मालूम है क्या?,हिंदी नहीं मालूम है क्या?,शिव,शिव,आई लव यू,आई लव यू,¿Qué tal él me dijo?,¿Qué tal él me dijo?]",,"[शिवकुमार,हिंदी लिखो,हिंदी नहीं मालूम है क्या?,Hello. Hello.,Hello. Hello.,Hello. Hello.,शिव,आई लव यू,¿Qué tal él me dijo?,Aló.,Aló.,Aló.,Hi,,Hi,,Hi,,Hallo.,Hallo.,Hallo.,Indeed,]"
5754527,"[My name is [Name]nilesh,My name is [Name]nilesh,My name is [Name]nilesh,My name is [Name]nilesh,I am from Delhi.,I am from Delhi.,I am from Delhi.,I am from Delhi.,Hello. Hello.,Hello. Hello.,Thank you,Thank you,Yes,Yes,Oh. No.,Oh. No.,Please do,Please do,Odi, sorry, sorry, sorry, sorry, sorry,,Odi, sorry, sorry, sorry, sorry, sorry,,Give me back please give,Give me back please give,अच्छा. मेरे इंदान का देता हूं. I am so.,अच्छा. मेरे इंदान का देता हूं. I am so.,निन्यानवे. निन्यानवे. निन्यानवे. हां हां चार सौ निन्यानवे.,निन्यानवे. निन्यानवे. निन्यानवे. हां हां चार सौ निन्यानवे.,Hello,Thank you,P s,Yes.,No,,Army rape है police,please, please, please,,Sorry what,Hello.,Thank you for,Yes,No,Bien ist.,Please.,Sorry,Please give,I'm sorry,what do you,Name,My name is Neilis.,What is your name?,I am from Delhi.,I am from Delhi.,I am from,Where are you from?,I was a skisman,I walk as,Kisan,कहाँ कह रहे हैं लोगों को.,What do you]",,"[My name is [Name]nilesh,My name is [Name]nilesh,I am from Delhi.,I am from Delhi.]"
8261142,"[Let's practice together.,Let's practice together.,My internet is not working.,My internet is not working.,Yes, my number is...,Yes, my number is...,Only the power light is on.,Only the power light is on.,Only the power light is on.,Yes, please schedule it.,Yes, please schedule it.,Yes, I will be home.,Yes, I will be home.,No, that's all.,No, that's all.,You can call me [Name],You can call me [Name],I want to order some food,I want to try something local.,I want to try something local.,Pav Bhaji sounds good,Pav Bhaji sounds good,Just water please,Just water please,How about a lassi?,Salty is fine.,Salty is fine.,No, that's all.,No, that's all.]",,"[Let's practice together.,My internet is not working.,Yes, my number is...,Only the power light is on.,Yes, please schedule it.,Yes, I will be home.,No, that's all.,You can call me [Name],I want to order some food,I want to try something local.,Pav Bhaji sounds good,Just water please,How about a lassi?,Salty is fine.,No, that's all.]"
8581715,"[Mam my name is karan,Mam my name is karan,You call me  karan,You call me  karan,I am  a from  jharkhand,I am  a from  jharkhand,I am from Ranchi.,I am from Ranchi.,50 year,50 year,Dhoni,Dhoni,Dhoni,It's a beautiful city.,It's a beautiful city.,Lots of green nature parks.,Lots of green nature parks.,Bir shaa mundaa park,Bir shaa mundaa park,My address,My address,Yeah I'm sorry my English is what is this ma'am Ma'am?,Yeah I'm sorry my English is what is this ma'am Ma'am?,Yeah I'm sorry my English is what is this ma'am Ma'am?,My English is not good,My English is not good,My English is not good,Give me adwaiger please.,Give me adwaiger please.,Advice about speaking English,Advice about speaking English,Advice about speaking English,Tell me more about it.,Tell me more about it.,Tell me more about it.,I love you,I love you,I love you,Sorry,Sorry,Sorry,Farnk,Farnk,Farnk,What happened,What happened,What happened,No my name is karna,No my name is karna,No my name is karna,I'm from Delhi.,I'm from Delhi.,I study here.,I'm studying engineering.,I'm studying engineering.,I'm in computer science.,I'm in computer science.,I'm in computer science.,Yes, that's the plan!,Yes, that's the plan!,Yes, that's the plan!,Software developer role,Software developer role,Software developer role,Working on AI projects.,Working on AI projects.,Working on AI projects.,Solving complex problems.,Solving complex problems.,I love a good challenge.,I love a good challenge.,I love a good challenge.,Desides,Desides,Desides]",,"[Hi, man. Hi.,Hi, man. Hi.,Hi, man. Hi.,Can I help you?,Can I help you?,Can I help you?,I'm not I'm not the confident in my English.,I'm not I'm not the confident in my English.,I'm not I'm not the confident in my English.,Can I show you image?,Can I show you image?,Can I show you image?,And not at not at all, but actually, what I reason,And not at not at all, but actually, what I reason,And not at not at all, but actually, what I reason,Ma'am, how are you,Ma'am, how are you,Ma'am, how are you,All good.,All good.,All good.,I'm on mute. Now,I'm on mute. Now,I'm on mute. Now,At the moment, can I just have friend,At the moment, can I just have friend,At the moment, can I just have friend,Today. I mean, actually, I'm,Today. I mean, actually, I'm,Today. I mean, actually, I'm,No problem.,No problem.,No problem.,And then just,And then just,And then just,How are you, Ria Ma'am?,How are you, Ria Ma'am?,How are you, Ria Ma'am?,And cooking cooked and stunning relax.,And cooking cooked and stunning relax.,And cooking cooked and stunning relax.,दम बिरयानी,दम बिरयानी,दम बिरयानी,And,And,And,हैदराबादी अलाई के हैदराबादी ब्रियांत,हैदराबादी अलाई के हैदराबादी ब्रियांत,हैदराबादी अलाई के हैदराबादी ब्रियांत,But, actually, he's the cook. And the very sweetly cookie me.,But, actually, he's the cook. And the very sweetly cookie me.,But, actually, he's the cook. And the very sweetly cookie me.,And,And,And,None movie.,None movie.,None movie.,Cricket and धोनी लाभक,Cricket and धोनी लाभक,Cricket and धोनी लाभक,Ma'am my dream,Ma'am my dream,Ma'am my dream,Mam my name is karan,You call me  karan,I am  a from  jharkhand,I am from Ranchi.,50 year,Dhoni,It's a beautiful city.,Lots of green nature parks.,Bir shaa mundaa park,My address,Yeah I'm sorry my English is what is this ma'am Ma'am?,My English is not good,Give me adwaiger please.,Advice about speaking English,Tell me more about it.,I love you,Sorry,Farnk,What happened,No my name is karna,I'm from Delhi.,I study here.,I'm studying engineering.,I'm in computer science.,Yes, that's the plan!,Software developer role,Working on AI projects.,Solving complex problems.,I love a good challenge.,Desides]"
8477708,"[Hello?,Thank you.,Thank you.,Yes.,Non.,Please,,Sorry.,Please give,I'm sorry,free,Hi my name is pankaj,Hi my name is pankaj,I think rice,I think rice,I think rice,Plain rice cakan,Plain rice cakan,Paner tarka,Paner tarka,Maybe some roti?,Maybe some roti?,No home mackar my lovely wife,No home mackar my lovely wife,No home mackar my lovely wife,Not a tella,Not a tella,Not a tella,Ok,Ok,Tell him we are done.,Tell him we are done.,Ok mam,Ok mam,Nein.,Name.,Spunk as per आजूदी.,My name,What is your name?]",,"[Hi my name is pankaj,I think rice,Plain rice cakan,Paner tarka,Maybe some roti?,No home mackar my lovely wife,Not a tella,Ok,Tell him we are done.,Ok mam]"
8740576,"[You are not call.me,You are not call.me,Friends ka sath bath sit,Friends ka sath bath sit,Yes,You are just imaging,You are just imaging,You are just imaging,Cute girl,Cute girl,Rahul,Rahul,Sory about that,Sory about that,Sory about that,Interview skill,Rahul,Rahul,I do a motor mechanic,I do a motor mechanic]",,"[Hello? Hello? My my name,Hello? Hello? My my name,Hello? Hello? My my name,My name is Nasiruddinaleh.,My name is Nasiruddinaleh.,My name is Nasiruddinaleh.,I am from I am from,I am from I am from,I am from I am from,Anything about?,Anything about?,Anything about?,Yes.,Yes.,Yes.,Transfer,Transfer,Transfer,Yes.,Yes.,Yes.,I do not know English past.,I do not know English past.,I do not know English past.,I'm work,I'm work,I'm work,I work in Farmer,I work in Farmer,I work in Farmer,My father is like just I am help help,My father is like just I am help help,My father is like just I am help help,Yes.,Yes.,Yes.,I'm like to the,I'm like to the,I'm like to the,I like to the firm driver.,I like to the firm driver.,I like to the firm driver.,Excuse me, What's your name?,Excuse me, What's your name?,Excuse me, What's your name?,Yes,Yes,Yes,Eating for Friends,Eating for Friends,Eating for Friends,САМУСА,САМУСА,САМУСА,Yes,Yes,Yes,I do not know.,I do not know.,I do not know.,Yes,Yes,Yes,I don't no idea for English. English sentence.,I don't no idea for English. English sentence.,I don't no idea for English. English sentence.,Cosby pussle a,Cosby pussle a,Cosby pussle a,You are not call.me,Friends ka sath bath sit,Yes,You are just imaging,Cute girl,Rahul,Sory about that,Interview skill,Rahul,I do a motor mechanic]"
8702005,"[Hey I am Mahipal,Hey I am Mahipal,I'm a student.,I am studying in speech English,I am studying in speech English,I want to improve my career.,I want to improve my career.,I want to improve my career.,How are you ma'am,How are you ma'am,I want to see the menu.,I want to see the menu.,North Indian food please,North Indian food please,I'll take some rice,Jeera rice,Jeera rice,I am tu today morning 6,I am tu today morning 6,Okey,Okey,I'll try the biryani.,I'll try the biryani.,I'll take mutton,I'll take mutton,Onthing,Onthing,Ok,Ok]",,"[Hey I am Mahipal,I'm a student.,I am studying in speech English,I want to improve my career.,How are you ma'am,I want to see the menu.,North Indian food please,I'll take some rice,Jeera rice,I am tu today morning 6,Okey,I'll try the biryani.,I'll take mutton,Onthing,Ok]"
8599204,"[Riya,Riya,I am in pune,I am in pune,Because my home town in pune,Because my home town in pune,Wether , food , etc,Wether , food , etc,Masal pav , puranpoli,Masal pav , puranpoli,Masal pav , puranpoli,No,No,Masaledar,Masaledar,Masaledar,Biryani,Biryani,Yes,Yes,Yes,I like tommato like topping,I like tommato like topping,I like tommato like topping,I like tommato like topping,What is mean by loaded,What is mean by loaded,What is mean by loaded,What is mean by loaded,What is mean by loaded,What is mean by loaded,I don't no sense,I don't no sense,I don't no sense,I don't no sense,I don't no sense,I don't no sense,Ok,Ok,I like simple Margherita pizza,I like simple Margherita pizza,I like simple Margherita pizza,I like simple Margherita pizza,No thank you,No thank you,Yes I like today's practice,Yes I like today's practice,I am riya,I am riya,I am from pune,I am from pune,My favorite thing is cloth,My favorite thing is cloth,My favorite thing is cloth,Yes there was a really great market is  FC road , Tulshibag,etc,Yes there was a really great market is  FC road , Tulshibag,etc,Dress , earrings, nackles , shoes, etc,Dress , earrings, nackles , shoes, etc,Dress , earrings, nackles , shoes, etc,Yes zudio is a amazing footwere,Yes zudio is a amazing footwere,Yes,Yes,Yes,No,No,I like to eat Biryani,I like to eat Biryani,Yes masaledar is a famous place in pune,Yes masaledar is a famous place in pune,Means,No,No,I like the test of the briyani,I like the test of the briyani,I like the test of the briyani,I don't understand,I don't understand,I don't understand,Yes there was a very teatee biryani,Yes there was a very teatee biryani,Yes,Chicken biryani,Chicken biryani,It spicy,It spicy,No,No,No]",,"[Riya,I am in pune,Because my home town in pune,Wether , food , etc,Masal pav , puranpoli,No,Masaledar,Biryani,Yes,I like tommato like topping,I like tommato like topping,What is mean by loaded,What is mean by loaded,I don't no sense,I don't no sense,Ok,Ok,I like simple Margherita pizza,I like simple Margherita pizza,No thank you,Yes I like today's practice,I am riya,I am from pune,My favorite thing is cloth,Yes there was a really great market is  FC road , Tulshibag,etc,Dress , earrings, nackles , shoes, etc,Yes zudio is a amazing footwere,Yes,No,I like to eat Biryani,Yes masaledar is a famous place in pune,Means,No,I like the test of the briyani,I don't understand,Yes there was a very teatee biryani,Yes,Chicken biryani,It spicy,No,Hi. I am Brigault.,Hi. I am Brigault.,Hi. I am Brigault.,Hi. I am Ria.,Hi. I am Ria.,Hi. I am Ria.,What?,What?,What?,Hi.,Hi.,Hi.,I want to talk English.,I want to talk English.,I want to talk English.,Any topic you suggest?,Any topic you suggest?,Any topic you suggest?,Indian favorite food is,Indian favorite food is,Indian favorite food is,What? Sorry?,What? Sorry?,What? Sorry?,I like biryani.,I like biryani.,I like biryani.,Plain. Chicken bitani.,Plain. Chicken bitani.,Plain. Chicken bitani.,I like it spicy.,I like it spicy.,I like it spicy.,I'm enjoying पाव भाजी.,I'm enjoying पाव भाजी.,I'm enjoying पाव भाजी.,I like two pizza bowls there. And junk food.,I like two pizza bowls there. And junk food.,I like two pizza bowls there. And junk food.,My favorite junk food is French fries and pizza.,My favorite junk food is French fries and pizza.,My favorite junk food is French fries and pizza.,अभी जी,अभी जी,अभी जी,Hi. I am Ria.,Hi. I am Ria.,Hi. I am Ria.,¿Arrigada? No hay.,Hi. I am Leah.,Hi. I am Leah.,Hi. I am Leah.,Hi. I am Ria.,Hi. I am Ria.,Hi. I am Ria.,Any y'all suggested,Any y'all suggested,Any y'all suggested,Can you give me some options?,Can you give me some options?,Can you give me some options?,Hi.,Hi.,Hi.,Hi,,Hi,,Hi,,Any you are suggesting me? Any you're suggesting me?,Any you are suggesting me? Any you're suggesting me?,Any you are suggesting me? Any you're suggesting me?,Doesn't like that.,Doesn't like that.,Doesn't like that.,My,My,My,Hi.,Hi.,Hi.,Dancing and playing,Dancing and playing,Dancing and playing,No. I'm not playing sports. I,No. I'm not playing sports. I,No. I'm not playing sports. I,सब. Bollywood है. थोड़ी अच्छी. I like,सब. Bollywood है. थोड़ी अच्छी. I like,सब. Bollywood है. थोड़ी अच्छी. I like,No one.,No one.,No one.,Number,Number,Number,Yes. Sorry, I,Yes. Sorry, I,Yes. Sorry, I,One two,One two,One two,Sim, com, three four five six seven eight nine, ten.,Sim, com, three four five six seven eight nine, ten.,Sim, com, three four five six seven eight nine, ten.]"
8644166,"[You can call me [Name],You can call me [Name],I'm joining from kgl,I'm joining from kgl,I came here to study.,I came here to study.,I'm here for a Master's degree.,I'm here for a Master's degree.,It's a Master's in Engineering.,It's a Master's in Engineering.,I'm doing Mechanical Engineering.,I'm doing Mechanical Engineering.,I'm learning a lot.,I'm learning a lot.,Thermodynamics was interesting.,Thermodynamics was interesting.,Hello,,Thank you.,Yes.,No.,Please,,Sorry.,Please give me,I'm sorry,Name.,My name,Is your name,I'm from ish car,Where are you,Is ijsofficer.,I walk with ice officer.,I work as teacher,What do you do]",,"[You can call me [Name],I'm joining from kgl,I came here to study.,I'm here for a Master's degree.,It's a Master's in Engineering.,I'm doing Mechanical Engineering.,I'm learning a lot.,Thermodynamics was interesting.,Hello?,Hello?,Hello?,English.,English.,English.]"
