session_id,scenario_id,scenario_title,mode,language,started_at,ended_at,message_id,sender,message_type,text,image_url,audio_url,transcription,detected_language,suggestion,suggestions,timestamp,message_count,session_duration_minutes
65985af9-5c31-4568-bb26-f62bed1fe8a0,free-talk,Talk with Riya,voice,hi,12/04/26 10:03,,aa685f9d-7daf-4cd1-83b4-af211b2f82ef,riya,text,"Tell me about your day.
-----------
अपने दिन के बारे में मुझे बताओ।",,,,,,"[u'I am fine', u'It was good', u'A bit tired']",12/04/26 10:03,5,
65985af9-5c31-4568-bb26-f62bed1fe8a0,free-talk,Talk with Riya,voice,hi,12/04/26 10:03,,c2062ea8-59c3-4897-8ac0-3578e6f1a328,riya,text,"Great! Let's start with some simple greetings.
How are you today?
-----------
बढ़िया! चलिए कुछ सरल अभिवादनों से शुरू करते हैं।
आप आज कैसे हैं?",,,,,,,12/04/26 10:03,5,
65985af9-5c31-4568-bb26-f62bed1fe8a0,free-talk,Talk with Riya,voice,hi,12/04/26 10:03,,5e93770b-ca32-469f-81e2-19655e835bfe,user,text,Certainly. Hello.,,,,,,,12/04/26 10:03,5,
65985af9-5c31-4568-bb26-f62bed1fe8a0,free-talk,Talk with Riya,voice,hi,12/04/26 10:03,,d4c21f45-e4c2-402d-bdbd-2c9818971474,riya,text,"Are you ready to start?
-----------
क्या आप शुरू करने के लिए तैयार हैं?",,,,,,"[u'Yes, I am!', u""Let's begin!"", u'Ready!']",12/04/26 10:03,5,
65985af9-5c31-4568-bb26-f62bed1fe8a0,free-talk,Talk with Riya,voice,hi,12/04/26 10:03,,1cf308d1-a8a1-4fef-8204-7cf949629379,riya,text,"Hello! I'm Riya.
I will help you practice English.
You are my student. 😊
-----------
नमस्ते! मैं रिया हूँ।
मैं आपको अंग्रेजी का अभ्यास करने में मदद करूंगी।
आप मेरे छात्र हैं। 😊",,,,,,,12/04/26 10:03,5,
cbed84c9-ec40-42af-8112-cf45dedb22a3,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,90fcab34-23ff-41c1-b996-bb30860aafb5,riya,text,"Hey! I'm Riya. What do I call you?
-----------
हे! मैं रिया हूँ। आप मुझे क्या कहेंगे?",,,,,,"[u'You can call me Rahul.', u'My name is Priya.', u'I go by Amit.']",12/04/26 10:03,1,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,d8509c56-ddc6-44b9-843a-0f81bf33bb8c,riya,text,"मैं रिया हूँ, एक कन्वर्सेशन कोच। क्या आप मुझे बता सकते हैं कि आपका नाम क्या है?
-----------
मैं रिया हूँ, एक कन्वर्सेशन कोच। क्या आप मुझे बता सकते हैं कि आपका नाम क्या है?",,,,,,"[u'\u092e\u0947\u0930\u093e \u0928\u093e\u092e [\u0928\u093e\u092e] \u0939\u0948\u0964', u'\u092e\u0948\u0902 \u090f\u0915 \u091b\u093e\u0924\u094d\u0930 \u0939\u0942\u0901\u0964', u'\u092e\u0948\u0902 \u0906\u092a\u0938\u0947 \u092e\u093f\u0932\u0915\u0930 \u0916\u0941\u0936 \u0939\u0942\u0901\u0964']",12/04/26 10:10,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,6219d424-b22b-4dbc-8c70-8d5088fc0946,riya,text,"ज़रूर, हम हिंदी में बात कर सकते हैं।
-----------
ज़रूर, हम हिंदी में बात कर सकते हैं।",,,,,,,12/04/26 10:10,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,23f28a33-6243-4673-bdd6-2453c9603ac8,user,text,Can you talk in Hindi.,,,,,,,12/04/26 10:10,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,4a42aaf8-0fa3-4e6e-8f7a-df4e042e78bf,riya,text,"So you must be learning so many new things in school right now?
-----------
तो तुम अभी स्कूल में बहुत सारी नई चीजें सीख रहे होगे?",,,,,,"[u'Yes, I am learning a lot.', u'School is fun and challenging.', u'I like my new subjects.']",12/04/26 10:10,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,41844417-b4c3-4ad6-8940-cbc27c10c119,riya,text,"Wow, 5th standard! That's still quite young.
-----------
वाह, 5वीं कक्षा! तुम अभी भी काफी छोटे हो।",,,,,,,12/04/26 10:10,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,0da348ab-5ef6-4ae3-b082-f2fbc54c5612,user,text,I am in 5 standard,,,,,,,12/04/26 10:10,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,c34f9e25-0189-404d-aa26-294573e3ab1d,riya,text,"What kind of work are you currently doing, or are you studying?
-----------
आप वर्तमान में किस तरह का काम कर रहे हैं, या आप पढ़ाई कर रहे हैं?",,,,,,"[u'I am studying now', u'I am working in a company', u'I am looking for a job']",12/04/26 10:09,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,8cd4f60d-8e92-4c18-bc59-44e19561aa81,riya,text,"No worries at all! Let's talk about something else then.
-----------
बिल्कुल चिंता न करें! चलिए फिर किसी और चीज़ के बारे में बात करते हैं।",,,,,,,12/04/26 10:09,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,595d5949-131b-48ae-9fcb-3cae57e3e941,riya,text,"Oh, I see! Sometimes we get carried away talking about exciting jobs.
-----------
ओह, मैं समझ गई! कभी-कभी हम रोमांचक नौकरियों के बारे में बात करते हुए बहक जाते हैं।",,,,,,,12/04/26 10:09,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,1a4cb940-aa6f-4493-a304-14063ebc59fa,user,text,What you are talking about IAS officer IAS officer I don't mean anything.,,,,,,,12/04/26 10:09,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,8f447729-c4a4-4edd-ba98-942b6ab8c8de,riya,text,"What is it about being an IAS officer that appeals to you the most?
-----------
एक आईएएस अधिकारी होने के बारे में आपको सबसे ज्यादा क्या आकर्षित करता है?",,,,,,"[u'Helping people', u'Making a difference', u'Decision making']",12/04/26 10:08,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,3e743536-7d9b-4331-811b-d6d486fb2929,riya,text,"It's a challenging role but offers so much opportunity to make a real difference.
-----------
यह एक चुनौतीपूर्ण भूमिका है लेकिन वास्तविक अंतर लाने के लिए बहुत सारे अवसर प्रदान करती है।",,,,,,,12/04/26 10:08,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,6e0df03a-3eb8-4060-920e-cfcb3928329a,riya,text,"IAS officer! That's fantastic.
-----------
आईएएस अधिकारी! यह बहुत बढ़िया है।",,,,,,,12/04/26 10:08,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,651f81f3-6742-4124-8a0b-d06301eedecc,user,text,IAS officer,,,,,,,12/04/26 10:08,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,0ca1978e-0240-4716-b96b-dd3b11094b09,riya,text,"Between those three, is there one that feels like the 'perfect fit' for you?
-----------
उन तीनों में से, क्या कोई ऐसा है जो आपके लिए 'परफेक्ट फिट' जैसा लगता है?",,,,,,"[u'IAS officer feels right', u'Merchant Navy has my heart', u'Serving the country is key']",12/04/26 10:07,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,fa4a3d79-a5a3-4256-8ef0-e0191c9a23d1,riya,text,"It takes a special kind of person to dedicate themselves to that.
-----------
इसके लिए एक विशेष प्रकार के व्यक्ति की आवश्यकता होती है जो खुद को उसके लिए समर्पित कर सके।",,,,,,,12/04/26 10:07,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,c217c4dc-d854-4af7-a368-ff76e9c67cee,riya,text,"That's a noble aspiration, wanting to serve the country.
-----------
देश की सेवा करने की इच्छा रखना एक महान आकांक्षा है।",,,,,,,12/04/26 10:07,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,4b289339-a6f2-4103-ab12-2a1f8e2ee9d0,user,text,The desire to serve the country,,,,,,,12/04/26 10:07,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,bb77e75d-5218-4fbc-a01a-de6d3c2f3028,riya,text,"What is it about these professions that attracts you the most?
-----------
इन व्यवसायों के बारे में सबसे ज्यादा क्या है जो आपको आकर्षित करता है?",,,,,,"[u'The responsibility and leadership', u'The desire to serve the country', u'The adventure and travel opportunities']",12/04/26 10:07,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,5c6e92c3-9a94-450e-aab6-a22e9e5fa06c,riya,text,"Brigadier, IAS officer, or Merchant Navy – that's quite a range!
-----------
ब्रिगेडियर, आईएएस अधिकारी, या मर्चेंट नेवी - यह काफी बड़ी रेंज है!",,,,,,,12/04/26 10:07,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,dcc90f83-90dd-438a-985b-f25c28bbc5b6,riya,text,"Wow, those are some really ambitious and diverse career paths!
-----------
वाह, वे कुछ वास्तव में महत्वाकांक्षी और विविध करियर पथ हैं!",,,,,,,12/04/26 10:07,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,6ce40b3a-4961-4b3f-84f6-f3d2036fa75b,user,text,"Brigadier or ias officer or merchant Navy , one for sure",,,,,,,12/04/26 10:07,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,12e01ee9-e4fc-4247-be00-f41c6679b448,riya,text,"What about you? What's your dream job?
-----------
आपके बारे में क्या? आपका ड्रीम जॉब क्या है?",,,,,,"[u'I want to be a doctor.', u'Maybe a software engineer.', u""I'm not sure yet.""]",12/04/26 10:06,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,0ffd0edf-b944-4a13-a636-57fffd0bb990,riya,text,"I've always dreamed of being a chef, maybe opening my own restaurant.
-----------
मैंने हमेशा एक शेफ बनने का सपना देखा है, शायद अपना खुद का रेस्तरां खोलूं।",,,,,,,12/04/26 10:06,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,b30d3517-c275-48e5-9602-7452ccc95faf,riya,text,"Okay, how about we talk about our dream jobs in the big city?
-----------
ठीक है, क्यों न हम बड़े शहर में अपने सपनों की नौकरियों के बारे में बात करें?",,,,,,,12/04/26 10:06,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,cc0a4106-4246-4809-836c-81fef8483c90,user,text,As per your choice,,,,,,,12/04/26 10:06,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,09484776-828d-418e-9c1b-d2d7ac6c95de,riya,text,"What would you like to chat about instead?
-----------
आप इसके बजाय किस बारे में चैट करना चाहेंगे?",,,,,,"[u'Street food, please', u""Let's talk about jobs"", u'Maybe festivals?']",12/04/26 10:06,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,421f3786-03be-44b6-b493-143c5c6c77c3,riya,text,"Of course! We can switch topics.
-----------
ज़रूर! हम विषय बदल सकते हैं।",,,,,,,12/04/26 10:06,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,9e31aed5-a139-4845-a43e-b256ced68150,user,text,Can you please talk somthing another,,,,,,,12/04/26 10:06,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,02a2af8b-2f37-4bb0-81a4-ca7ac02f8d19,riya,text,"What character do you relate to the most from either play?
-----------
आप दोनों में से किस नाटक के किस पात्र से सबसे ज्यादा जुड़ाव महसूस करते हैं?",,,,,,"[u'I relate to Prospero.', u'Viola is my favorite character.', u'I like the funny characters.']",12/04/26 10:05,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,541f1fd6-093e-4c7f-bf7a-12892043483e,riya,text,"It's hard to pick just one thing when you love everything about a story.
-----------
जब आपको किसी कहानी के बारे में सब कुछ पसंद हो तो एक चीज चुनना मुश्किल होता है।",,,,,,,12/04/26 10:05,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,220f063f-7b81-446b-9f15-6144d5c4ce94,riya,text,"That's awesome!
-----------
यह बहुत बढ़िया है!",,,,,,,12/04/26 10:05,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,ecd90a84-1ec5-4ad3-aa48-99cac6a6147c,user,text,Everything,,,,,,,12/04/26 10:05,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,8f9a4d0c-50f9-4830-880c-e8be806453de,riya,text,"What do you like most about The Tempest or Twelfth Night?
-----------
आपको 'द टेम्पेस्ट' या 'ट्वेल्थ नाइट' में सबसे ज्यादा क्या पसंद है?",,,,,,"[u'The characters are funny', u'I like the romance', u'The plot twists']",12/04/26 10:05,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,8af7452e-2f5b-4957-ac91-b3f0cba1675d,riya,text,"I love The Tempest, the magic and the island setting are so captivating.
-----------
मुझे 'द टेम्पेस्ट' बहुत पसंद है, जादू और द्वीप का माहौल बहुत आकर्षक है।",,,,,,,12/04/26 10:05,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,6e84e919-8f9a-4c4f-b233-e51051c058f4,riya,text,"Oh, Shakespeare! Those are classics.
-----------
ओह, शेक्सपियर! ये क्लासिक्स हैं।",,,,,,,12/04/26 10:05,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,1a1ef2cc-a873-445e-9f1b-093adc42063b,user,text,The tempest and the twelfth night,,,,,,,12/04/26 10:05,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,a972a5a5-d54f-4bfb-9235-7c112889aa74,riya,text,"What is it?
-----------
यह क्या है?",,,,,,"[u""It's a Shakespeare play."", u""I love 'Pride and Prejudice'."", u""My favorite is 'The Great Gatsby'.""]",12/04/26 10:05,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,bac97724-9a54-45de-a042-d6b426735f60,riya,text,"Oh nice!
-----------
ओह बढ़िया!",,,,,,,12/04/26 10:05,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,e2e1eb06-6982-4447-b6fd-657ea6b4218c,user,text,Yup,,,,,,,12/04/26 10:05,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,48bc01b9-bfa2-4bc3-83ca-d3221af450e4,riya,text,"Do you have a favorite story or play?
-----------
क्या आपकी कोई पसंदीदा कहानी या नाटक है?",,,,,,"[u""I love Shakespeare's plays."", u'My favorite is a short story.', u""I haven't read many dramas yet.""]",12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,af800aaa-151d-41e7-8872-066179330efe,riya,text,"That's so cool you enjoy them.
-----------
यह बहुत अच्छा है कि आप उनका आनंद लेते हैं।",,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,77f111a3-d63e-43eb-ad0e-f5365be82ac3,riya,text,"Stories and drama, awesome!
-----------
कहानियां और नाटक, बहुत बढ़िया!",,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,df1eeac5-acf0-4a18-be28-b6b73a8d8f09,user,text,Stories and drama,,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,d6c4e89c-de46-49f8-84d3-df67d1491da3,riya,text,"What do you like most about it?
-----------
आपको इसमें सबसे ज्यादा क्या पसंद है?",,,,,,"[u'I love the stories.', u'Learning about authors is fun.', u'It helps my English.']",12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,c447953d-90e8-44a1-a846-bf9af63dd812,riya,text,"It's a great subject to explore stories and language.
-----------
यह कहानियों और भाषा को समझने के लिए एक बेहतरीन विषय है।",,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,7f1ffa35-f7b3-4bb2-b35c-5d26372fbf89,riya,text,"English literature, that's fantastic!
-----------
अंग्रेजी साहित्य, यह शानदार है!",,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,7d63c2fe-685b-4366-a1d1-732b2d342a68,user,text,English literature,,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,fcc1e5af-ef89-4dea-bb7b-cca1acec0b26,riya,text,"What subjects are you enjoying the most?
-----------
आपको कौन से विषय सबसे ज्यादा पसंद आ रहे हैं?",,,,,,"[u'I like maths and science.', u'I enjoy history class.', u'My favourite is English.']",12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,0e170591-14ab-4ca7-a7b4-18a07db552c1,riya,text,"Wow, 9th grade! That's a busy time.
-----------
वाह, 9वीं कक्षा! वह एक व्यस्त समय होता है।",,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,d96c9352-04ca-4d67-ab7d-e8b5879fde96,user,text,I am in 9,,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,43c839c8-dd1d-490a-92dd-5e25001a4208,riya,text,"What are you studying?
-----------
आप क्या पढ़ रहे हैं?",,,,,,"[u'I am studying engineering.', u""I'm doing my B.com."", u'Computer science studies.']",12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,b81e64bf-c014-4100-abf1-f8bf0b562b0c,riya,text,"A student! Nice.
-----------
एक छात्र! अच्छा।",,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,d22ef08d-185e-4fcf-bb42-d11d5ea78b8f,user,text,I am just a student,,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,c5da1808-ce85-4774-a38a-7668330c5370,riya,text,"What do you do there?
-----------
आप वहां क्या करते हैं?",,,,,,"[u'I am a student.', u'I work in a company.', u""I'm still studying.""]",12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,8cbde334-a7a0-4530-ba23-be7503719ff8,riya,text,"Oh, Kanpur! That's so cool.
-----------
ओह, कानपुर! यह बहुत बढ़िया है।",,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,a5213f61-fa5d-409d-b257-29206aea9266,user,text,I am from Kanpur,,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,373f4c36-d530-4f8f-9bb2-b8f297081fef,riya,text,"So, Lahak, where are you from?
-----------
तो, लहक, आप कहाँ से हैं?",,,,,,"[u""I'm from Delhi."", u""I'm from a small town."", u""I'm from Mumbai.""]",12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,99746353-7060-429c-ae8b-d111ae96bbd8,riya,text,"Lahak! That's a lovely name.
-----------
लहक! यह एक प्यारा नाम है।",,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,4d97bdfb-4ed8-4b0e-91ef-413e4c64cc1f,user,text,Lahak,,,,,,,12/04/26 10:04,61,
dcd1a252-ad26-46fb-8a66-fa4e29c4737d,free-talk,Talk with Riya,chat,hi,12/04/26 10:03,,0713fc80-13d7-44f0-aac1-e7e035a7a8de,riya,text,"Hey! I'm Riya. What do I call you?
-----------
नमस्ते! मैं रिया हूँ। आप मुझे क्या कह कर बुलाते हैं?",,,,,,"[u'You can call me Rohan', u'My name is Priya', u'Just call me Amit']",12/04/26 10:03,61,
7841c5e4-59cc-4e2a-b157-155e8d82c2e0,free-talk,Talk with Riya,chat,hi,12/04/26 10:04,,ba68afb0-4b0c-4c91-bd21-c22686c8abe7,riya,text,"Do you have any other questions for me?
-----------
क्या आपके पास मेरे लिए कोई और प्रश्न हैं?",,,,,,"[u""No, I don't."", u'I have one question.', u""That's all for now.""]",12/04/26 10:18,82,
7841c5e4-59cc-4e2a-b157-155e8d82c2e0,free-talk,Talk with Riya,chat,hi,12/04/26 10:04,,16ab7b4a-85e1-47a0-a7a5-3b07107869ad,riya,text,"Okay, no problem!
-----------
ठीक है, कोई बात नहीं!",,,,,,,12/04/26 10:18,82,
7841c5e4-59cc-4e2a-b157-155e8d82c2e0,free-talk,Talk with Riya,chat,hi,12/04/26 10:04,,d34a36d9-9417-4f24-bdc8-c34dce9ee767,user,text,Nothing,,,,,,,12/04/26 10:17,82,
7841c5e4-59cc-4e2a-b157-155e8d82c2e0,free-talk,Talk with Riya,chat,hi,12/04/26 10:04,,1f6c2846-75b5-4361-afd1-0c1f5d157084,riya,text,"What other strategies do you use to manage toys?
-----------
खिलौनों को प्रबंधित करने के लिए आप और कौन सी रणनीतियाँ अपनाते हैं?",,,,,,"[u'I declutter toys regularly.', u'We have designated toy bins.', u'Rotation is key.']",12/04/26 10:17,82,
